created_at,anotador_id,idx,respuesta,comentario_prem,comentario_hyp,region,palabras_marcadas
2026-05-31 20:04:21.781543+00,anotador_149,4189,4,,,buenos_aires_amba,"[{""pos"":9,""source"":""prem"",""palabra"":""Ragtime""},{""pos"":5,""source"":""hyp"",""palabra"":""Ragtime""}]"
2026-05-31 20:04:25.991554+00,anotador_202,5497,4,,,buenos_aires_amba,"[{""pos"":5,""source"":""prem"",""palabra"":""telenovela,""},{""pos"":10,""source"":""prem"",""palabra"":""telenovela""},{""pos"":3,""source"":""hyp"",""palabra"":""telenovela.""}]"
2026-05-31 20:04:29.274345+00,anotador_323,4843,4,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""anuncio""},{""pos"":4,""source"":""hyp"",""palabra"":""periódico""}]"
2026-05-31 20:04:31.592527+00,anotador_234,2670,3,,,buenos_aires_amba,[]
2026-05-31 20:04:38.0464+00,anotador_149,6355,4,,,buenos_aires_amba,[]
2026-05-31 20:04:43.870217+00,anotador_202,3959,4,,,buenos_aires_amba,"[{""pos"":6,""source"":""prem"",""palabra"":""estadounidenses""},{""pos"":4,""source"":""hyp"",""palabra"":""estadounidenses""}]"
2026-05-31 20:04:45.741045+00,anotador_234,7084,3,,,buenos_aires_amba,[]
2026-05-31 20:04:46.553119+00,anotador_149,3288,5,,,buenos_aires_amba,[]
2026-05-31 20:04:55.978275+00,anotador_234,513,3,,,buenos_aires_amba,[]
2026-05-31 20:04:57.200212+00,anotador_202,4117,4,,,buenos_aires_amba,"[{""pos"":10,""source"":""prem"",""palabra"":""cuyo""}]"
2026-05-31 20:05:01.144565+00,anotador_104,4255,5,,,buenos_aires_amba,[]
2026-05-31 20:05:01.315159+00,anotador_234,7024,2,,,buenos_aires_amba,"[{""pos"":9,""source"":""prem"",""palabra"":""unidad""},{""pos"":7,""source"":""hyp"",""palabra"":""se""},{""pos"":8,""source"":""hyp"",""palabra"":""conectarse""}]"
2026-05-31 20:05:01.929997+00,anotador_323,3044,5,,,buenos_aires_amba,[]
2026-05-31 20:05:06.744744+00,anotador_149,6378,5,,,buenos_aires_amba,[]
2026-05-31 20:05:11.946208+00,anotador_323,7228,4,,,buenos_aires_amba,"[{""pos"":4,""source"":""hyp"",""palabra"":""en""},{""pos"":10,""source"":""hyp"",""palabra"":""los""}]"
2026-05-31 20:05:14.739091+00,anotador_202,3488,4,,,buenos_aires_amba,[]
2026-05-31 20:05:20.464367+00,anotador_261,5953,5,,,buenos_aires_amba,[]
2026-05-31 20:05:20.74801+00,anotador_104,6012,3,"""Encontrará"" no es utilizada casi nunca. ",,buenos_aires_amba,"[{""pos"":5,""source"":""prem"",""palabra"":""encontrará""}]"
2026-05-31 20:05:29.716018+00,anotador_234,3036,3,,,buenos_aires_amba,[]
2026-05-31 20:05:30.603749+00,anotador_202,6532,4,,,buenos_aires_amba,[]
2026-05-31 20:05:33.767053+00,anotador_149,7433,4,,,buenos_aires_amba,"[{""pos"":10,""source"":""prem"",""palabra"":""O""},{""pos"":12,""source"":""prem"",""palabra"":""en""},{""pos"":16,""source"":""prem"",""palabra"":""Milk.""},{""pos"":15,""source"":""prem"",""palabra"":""Boy""},{""pos"":13,""source"":""prem"",""palabra"":""Bourgeoisie""},{""pos"":11,""source"":""prem"",""palabra"":""D""},{""pos"":14,""source"":""prem"",""palabra"":""Milk""}]"
2026-05-31 20:05:37.149231+00,anotador_234,5173,3,,,buenos_aires_amba,[]
2026-05-31 20:05:39.127087+00,anotador_202,199,,,,,"[{""pos"":11,""source"":""prem"",""palabra"":""supuesto""}]"
2026-05-31 20:05:39.347147+00,anotador_202,199,3,,,buenos_aires_amba,"[{""pos"":11,""source"":""prem"",""palabra"":""supuesto""},{""pos"":10,""source"":""prem"",""palabra"":""por""}]"
2026-05-31 20:05:48.825999+00,anotador_202,4314,,,,,"[{""pos"":8,""source"":""hyp"",""palabra"":""de""}]"
2026-05-31 20:05:49.040779+00,anotador_202,4314,4,,,buenos_aires_amba,"[{""pos"":8,""source"":""hyp"",""palabra"":""de""},{""pos"":9,""source"":""hyp"",""palabra"":""lo""},{""pos"":10,""source"":""hyp"",""palabra"":""contrario""}]"
2026-05-31 20:05:49.206746+00,anotador_234,2035,2,,,buenos_aires_amba,"[{""pos"":27,""source"":""prem"",""palabra"":""veraniega""},{""pos"":31,""source"":""prem"",""palabra"":""flota""}]"
2026-05-31 20:05:51.170197+00,anotador_149,2902,5,,,buenos_aires_amba,[]
2026-05-31 20:05:52.057429+00,anotador_323,3492,4,,,buenos_aires_amba,"[{""pos"":11,""source"":""hyp"",""palabra"":""les""}]"
2026-05-31 20:05:57.728138+00,anotador_149,2028,5,,,buenos_aires_amba,[]
2026-05-31 20:06:00.77174+00,anotador_149,2568,4,,,buenos_aires_amba,"[{""pos"":7,""source"":""prem"",""palabra"":""Centrelink""},{""pos"":0,""source"":""hyp"",""palabra"":""Centrelink""}]"
2026-05-31 20:06:07.934128+00,anotador_202,2018,4,,,buenos_aires_amba,[]
2026-05-31 20:06:08.839337+00,anotador_323,2127,5,,,buenos_aires_amba,[]
2026-05-31 20:06:11.830446+00,anotador_149,867,5,,,buenos_aires_amba,[]
2026-05-31 20:06:13.906903+00,anotador_234,6274,3,,,buenos_aires_amba,"[{""pos"":14,""source"":""prem"",""palabra"":""culminando.""}]"
2026-05-31 20:06:20.147572+00,anotador_202,4926,4,,,buenos_aires_amba,[]
2026-05-31 20:06:23.760404+00,anotador_149,5162,5,,,buenos_aires_amba,[]
2026-05-31 20:06:27.942722+00,anotador_323,3318,4,,,buenos_aires_amba,"[{""pos"":14,""source"":""prem"",""palabra"":""trama""}]"
2026-05-31 20:06:30.563193+00,anotador_149,7220,5,,,buenos_aires_amba,[]
2026-05-31 20:06:31.641673+00,anotador_202,708,4,,,buenos_aires_amba,[]
2026-05-31 20:06:37.772977+00,anotador_149,7345,5,,,buenos_aires_amba,[]
2026-05-31 20:06:38.023612+00,anotador_202,1627,5,,,buenos_aires_amba,"[{""pos"":5,""source"":""prem"",""palabra"":""tal""},{""pos"":6,""source"":""prem"",""palabra"":""vez""}]"
2026-05-31 20:06:38.901192+00,anotador_323,1574,5,,,buenos_aires_amba,[]
2026-05-31 20:06:43.069343+00,anotador_149,157,5,,,buenos_aires_amba,[]
2026-05-31 20:06:46.592127+00,anotador_149,7135,5,,,buenos_aires_amba,[]
2026-05-31 20:06:52.504409+00,anotador_149,4584,5,,,buenos_aires_amba,[]
2026-05-31 20:06:54.853774+00,anotador_149,2739,5,,,buenos_aires_amba,"[{""pos"":2,""source"":""prem"",""palabra"":""EGU""}]"
2026-05-31 20:06:57.416576+00,anotador_202,6418,5,,,buenos_aires_amba,[]
2026-05-31 20:06:58.230709+00,anotador_104,5587,2,Nunca escuché esa expresión.,,buenos_aires_amba,"[{""pos"":22,""source"":""prem"",""palabra"":""nariz""},{""pos"":23,""source"":""prem"",""palabra"":""colectiva?""}]"
2026-05-31 20:07:02.166527+00,anotador_202,6648,5,,,buenos_aires_amba,[]
2026-05-31 20:07:05.534483+00,anotador_202,4523,5,,,buenos_aires_amba,[]
2026-05-31 20:07:09.142458+00,anotador_202,6265,5,,,buenos_aires_amba,[]
2026-05-31 20:07:10.561477+00,anotador_149,1998,5,,,buenos_aires_amba,[]
2026-05-31 20:07:13.947059+00,anotador_149,3146,5,,,buenos_aires_amba,[]
2026-05-31 20:07:18.84529+00,anotador_202,2853,5,,,buenos_aires_amba,[]
2026-05-31 20:07:18.970882+00,anotador_149,2342,4,,,buenos_aires_amba,"[{""pos"":8,""source"":""hyp"",""palabra"":""Park.""}]"
2026-05-31 20:07:24.305064+00,anotador_202,2430,3,,,buenos_aires_amba,"[{""pos"":4,""source"":""hyp"",""palabra"":""solía""}]"
2026-05-31 20:07:28.089823+00,anotador_104,2734,4,,,buenos_aires_amba,[]
2026-05-31 20:07:33.817667+00,anotador_202,4612,4,,,buenos_aires_amba,"[{""pos"":10,""source"":""prem"",""palabra"":""bullicio""}]"
2026-05-31 20:07:37.247783+00,anotador_149,1801,5,,,buenos_aires_amba,[]
2026-05-31 20:07:40.522424+00,anotador_149,6609,3,,,buenos_aires_amba,"[{""pos"":3,""source"":""prem"",""palabra"":""Hotel""},{""pos"":4,""source"":""prem"",""palabra"":""Marriott,""},{""pos"":0,""source"":""prem"",""palabra"":""Mihdhar""},{""pos"":0,""source"":""hyp"",""palabra"":""Mihdhar""}]"
2026-05-31 20:07:44.252914+00,anotador_202,5172,3,,,buenos_aires_amba,"[{""pos"":6,""source"":""hyp"",""palabra"":""llamaran""}]"
2026-05-31 20:07:54.65728+00,anotador_149,3160,5,,,buenos_aires_amba,[]
2026-05-31 20:08:02.622456+00,anotador_149,3096,4,,,buenos_aires_amba,"[{""pos"":12,""source"":""prem"",""palabra"":""yihad""}]"
2026-05-31 20:08:17.284979+00,anotador_149,6482,5,,,buenos_aires_amba,[]
2026-05-31 20:08:39.586688+00,anotador_104,6763,2,"Nunca escuché ""filantrópico"".",,buenos_aires_amba,"[{""pos"":9,""source"":""hyp"",""palabra"":""filantrópicos""}]"
2026-05-31 20:09:02.342028+00,anotador_256,9999,2,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""}]"
2026-05-31 20:09:03.6084+00,anotador_104,2267,2,"De nuevo ""encontrará"". Además ""respaldadas"" no es casi utilizada. ",,buenos_aires_amba,"[{""pos"":9,""source"":""prem"",""palabra"":""encontrará""},{""pos"":19,""source"":""prem"",""palabra"":""respaldadas""}]"
2026-05-31 20:09:51.218967+00,anotador_104,5278,4,,,buenos_aires_amba,[]
2026-05-31 20:10:05.501626+00,anotador_256,5075,4,,,buenos_aires_amba,[]
2026-05-31 20:10:24.379891+00,anotador_256,1812,3,,,buenos_aires_amba,[]
2026-05-31 20:10:28.01241+00,anotador_104,5505,4,"Si fuera ""pare"" en vez de ""deje"" sería un 5. ",,buenos_aires_amba,"[{""pos"":16,""source"":""prem"",""palabra"":""deje""}]"
2026-05-31 20:10:42.048217+00,anotador_256,3396,3,,,buenos_aires_amba,[]
2026-05-31 20:11:00.673514+00,anotador_256,325,4,,,buenos_aires_amba,[]
2026-05-31 20:11:13.374896+00,anotador_256,1874,3,,,buenos_aires_amba,"[{""pos"":6,""source"":""prem"",""palabra"":""deberías""}]"
2026-05-31 20:11:44.462984+00,anotador_256,6803,,,,,"[{""pos"":4,""source"":""hyp"",""palabra"":""había""}]"
2026-05-31 20:11:46.174943+00,anotador_256,6803,4,,,buenos_aires_amba,"[{""pos"":4,""source"":""hyp"",""palabra"":""había""},{""pos"":5,""source"":""hyp"",""palabra"":""aceptado""}]"
2026-05-31 20:11:49.826761+00,anotador_075,9999,1,,,buenos_aires_amba,"[{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""},{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":11,""source"":""prem"",""palabra"":""luego""}]"
2026-05-31 20:11:58.185526+00,anotador_104,4619,1,"La expresión ""de perros"" no se usa para nada. Además sería más argentino usar ""de agosto"" que ""en agosto"".",,buenos_aires_amba,"[{""pos"":3,""source"":""prem"",""palabra"":""Tennessee""},{""pos"":6,""source"":""hyp"",""palabra"":""en""},{""pos"":7,""source"":""hyp"",""palabra"":""agosto""},{""pos"":6,""source"":""prem"",""palabra"":""clima""},{""pos"":7,""source"":""prem"",""palabra"":""de""},{""pos"":8,""source"":""prem"",""palabra"":""perros""},{""pos"":22,""source"":""prem"",""palabra"":""días""},{""pos"":23,""source"":""prem"",""palabra"":""de""},{""pos"":24,""source"":""prem"",""palabra"":""perros""}]"
2026-05-31 20:12:14.001355+00,anotador_256,2554,5,,,,[]
2026-05-31 20:12:16.610149+00,anotador_256,2554,4,,,buenos_aires_amba,[]
2026-05-31 20:12:24.635284+00,anotador_256,6556,4,,,buenos_aires_amba,[]
2026-05-31 20:12:34.970354+00,anotador_256,4567,3,,,buenos_aires_amba,[]
2026-05-31 20:12:44.134277+00,anotador_256,7103,3,,,,[]
2026-05-31 20:12:44.933095+00,anotador_256,7103,4,,,buenos_aires_amba,[]
2026-05-31 20:12:54.388984+00,anotador_219,9999,2,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""}]"
2026-05-31 20:12:57.561847+00,anotador_256,1396,4,,,,[]
2026-05-31 20:12:58.965647+00,anotador_256,1396,3,,,,[]
2026-05-31 20:12:59.688975+00,anotador_256,1396,3,,,buenos_aires_amba,"[{""pos"":3,""source"":""hyp"",""palabra"":""dividirán""}]"
2026-05-31 20:13:09.030743+00,anotador_256,1846,2,,,buenos_aires_amba,"[{""pos"":11,""source"":""prem"",""palabra"":""barandilla""},{""pos"":21,""source"":""prem"",""palabra"":""semblante""}]"
2026-05-31 20:13:09.530315+00,anotador_075,3212,2,,,buenos_aires_amba,"[{""pos"":4,""source"":""prem"",""palabra"":""Operation""},{""pos"":5,""source"":""prem"",""palabra"":""Infinite""},{""pos"":6,""source"":""prem"",""palabra"":""Resolve,""}]"
2026-05-31 20:13:15.106213+00,anotador_323,6936,3,,,buenos_aires_amba,"[{""pos"":27,""source"":""prem"",""palabra"":""reconociendo""},{""pos"":31,""source"":""prem"",""palabra"":""referencia.""},{""pos"":30,""source"":""prem"",""palabra"":""de""},{""pos"":16,""source"":""prem"",""palabra"":""portada""},{""pos"":14,""source"":""prem"",""palabra"":""historia""}]"
2026-05-31 20:13:27.123342+00,anotador_256,655,,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""le""}]"
2026-05-31 20:13:29.460673+00,anotador_219,1630,4,,,,[]
2026-05-31 20:13:30.41371+00,anotador_256,655,1,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""le""},{""pos"":2,""source"":""prem"",""palabra"":""oigo""},{""pos"":0,""source"":""hyp"",""palabra"":""No""},{""pos"":1,""source"":""hyp"",""palabra"":""puedo""},{""pos"":2,""source"":""hyp"",""palabra"":""escucharlo.""}]"
2026-05-31 20:13:43.509581+00,anotador_075,4807,3,,,buenos_aires_amba,[]
2026-05-31 20:13:49.493923+00,anotador_219,6661,4,,,,[]
2026-05-31 20:13:54.695815+00,anotador_323,2343,3,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""telesilla""},{""pos"":5,""source"":""hyp"",""palabra"":""telesilla.""},{""pos"":4,""source"":""prem"",""palabra"":""favorita.""}]"
2026-05-31 20:13:59.347173+00,anotador_256,5410,,,,,"[{""pos"":0,""source"":""prem"",""palabra"":""Me""}]"
2026-05-31 20:13:59.60377+00,anotador_256,5410,3,,,buenos_aires_amba,"[{""pos"":0,""source"":""prem"",""palabra"":""Me""},{""pos"":1,""source"":""prem"",""palabra"":""temo""}]"
2026-05-31 20:14:11.473744+00,anotador_075,6268,3,,,buenos_aires_amba,[]
2026-05-31 20:14:13.973188+00,anotador_256,4034,5,,,buenos_aires_amba,[]
2026-05-31 20:14:19.508508+00,anotador_075,2316,3,,,buenos_aires_amba,"[{""pos"":13,""source"":""prem"",""palabra"":""alberga""}]"
2026-05-31 20:14:25.477199+00,anotador_256,2023,5,,,buenos_aires_amba,[]
2026-05-31 20:14:32.833569+00,anotador_256,4246,4,,,buenos_aires_amba,[]
2026-05-31 20:14:42.949286+00,anotador_256,6644,,,,,"[{""pos"":15,""source"":""prem"",""palabra"":""había""}]"
2026-05-31 20:14:43.728907+00,anotador_256,6644,2,,,buenos_aires_amba,"[{""pos"":15,""source"":""prem"",""palabra"":""había""},{""pos"":16,""source"":""prem"",""palabra"":""derrumbado,""},{""pos"":17,""source"":""prem"",""palabra"":""instó""},{""pos"":27,""source"":""prem"",""palabra"":""podría""}]"
2026-05-31 20:14:51.820487+00,anotador_075,6369,3,,,buenos_aires_amba,[]
2026-05-31 20:15:06.06368+00,anotador_256,5174,4,,,buenos_aires_amba,[]
2026-05-31 20:15:45.749699+00,anotador_075,6734,3,,,buenos_aires_amba,"[{""pos"":18,""source"":""prem"",""palabra"":""luego""}]"
2026-05-31 20:16:09.230854+00,anotador_075,4889,2,,,buenos_aires_amba,[]
2026-05-31 20:16:32.057304+00,anotador_075,2510,2,,,buenos_aires_amba,"[{""pos"":5,""source"":""hyp"",""palabra"":""múltiples""}]"
2026-05-31 20:17:15.397203+00,anotador_075,5521,2,,,buenos_aires_amba,[]
2026-05-31 20:17:29.147591+00,anotador_323,3798,5,,,buenos_aires_amba,[]
2026-05-31 20:17:33.107162+00,anotador_323,7364,5,,,buenos_aires_amba,[]
2026-05-31 20:17:41.3701+00,anotador_098,9999,1,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""}]"
2026-05-31 20:17:44.24976+00,anotador_323,1559,4,,,buenos_aires_amba,"[{""pos"":3,""source"":""hyp"",""palabra"":""mirándole,""}]"
2026-05-31 20:17:50.87674+00,anotador_075,1514,4,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""complacerá""}]"
2026-05-31 20:18:09.118682+00,anotador_075,7164,2,,,buenos_aires_amba,"[{""pos"":5,""source"":""prem"",""palabra"":""demasiada""}]"
2026-05-31 20:18:20.775595+00,anotador_098,7206,5,,,,[]
2026-05-31 20:18:33.574701+00,anotador_075,7294,2,,,buenos_aires_amba,[]
2026-05-31 20:18:43.880949+00,anotador_323,2744,5,,,buenos_aires_amba,[]
2026-05-31 20:18:50.886452+00,anotador_075,2379,2,,,buenos_aires_amba,"[{""pos"":2,""source"":""hyp"",""palabra"":""ligero""}]"
2026-05-31 20:19:20.274358+00,anotador_075,1666,2,,,buenos_aires_amba,"[{""pos"":0,""source"":""hyp"",""palabra"":""Debés""}]"
2026-05-31 20:19:31.954197+00,anotador_323,5197,5,,,buenos_aires_amba,[]
2026-05-31 20:19:34.862343+00,anotador_323,1619,4,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""otorgado,""}]"
2026-05-31 20:19:47.226834+00,anotador_075,4944,2,,,buenos_aires_amba,[]
2026-05-31 20:19:57.39254+00,anotador_323,6412,5,,,buenos_aires_amba,[]
2026-05-31 20:20:06.59294+00,anotador_075,7376,3,,,buenos_aires_amba,[]
2026-05-31 20:20:26.403472+00,anotador_323,5034,5,,,buenos_aires_amba,[]
2026-05-31 20:20:37.046294+00,anotador_075,5485,2,,,buenos_aires_amba,[]
2026-05-31 20:20:39.640204+00,anotador_075,7113,2,,,buenos_aires_amba,[]
2026-05-31 20:20:57.489531+00,anotador_075,3066,2,,,buenos_aires_amba,[]
2026-05-31 20:21:41.022835+00,anotador_109,9999,1,,,buenos_aires_amba,[]
2026-05-31 20:21:46.692189+00,anotador_109,4043,2,,,buenos_aires_amba,[]
2026-05-31 20:21:54.81017+00,anotador_109,2961,2,,,buenos_aires_amba,[]
2026-05-31 20:21:58.782951+00,anotador_109,2778,1,,,buenos_aires_amba,[]
2026-05-31 20:22:03.611006+00,anotador_109,2680,1,,,buenos_aires_amba,[]
2026-05-31 20:22:09.064554+00,anotador_109,7455,1,,,buenos_aires_amba,[]
2026-05-31 20:22:12.556244+00,anotador_109,6785,1,,,buenos_aires_amba,[]
2026-05-31 20:22:16.627525+00,anotador_109,6721,1,,,buenos_aires_amba,[]
2026-05-31 20:22:21.723888+00,anotador_109,3393,3,,,buenos_aires_amba,[]
2026-05-31 20:22:26.746736+00,anotador_109,6968,2,,,buenos_aires_amba,[]
2026-05-31 20:22:29.831267+00,anotador_109,7494,1,,,buenos_aires_amba,[]
2026-05-31 20:22:34.560603+00,anotador_109,1897,1,,,buenos_aires_amba,[]
2026-05-31 20:22:41.773178+00,anotador_109,1317,1,,,buenos_aires_amba,[]
2026-05-31 20:22:45.859368+00,anotador_109,1323,2,,,buenos_aires_amba,[]
2026-05-31 20:22:46.219827+00,anotador_109,1324,2,,,buenos_aires_amba,[]
2026-05-31 20:22:48.742277+00,anotador_109,5788,1,,,buenos_aires_amba,[]
2026-05-31 20:22:53.05319+00,anotador_109,2366,4,,,buenos_aires_amba,[]
2026-05-31 20:22:56.605817+00,anotador_109,3613,4,,,buenos_aires_amba,[]
2026-05-31 20:23:00.752076+00,anotador_109,7254,3,,,buenos_aires_amba,[]
2026-05-31 20:23:04.12392+00,anotador_109,452,3,,,buenos_aires_amba,[]
2026-05-31 20:44:56.707525+00,anotador_219,6216,5,,,,[]
2026-05-31 20:44:57.008284+00,anotador_219,6216,4,,,,[]
2026-05-31 20:45:12.267307+00,anotador_219,4001,4,,,,[]
2026-05-31 20:45:42.711287+00,anotador_219,4156,4,,,,[]
2026-05-31 20:45:55.72118+00,anotador_219,7256,3,,,,[]
2026-05-31 20:46:55.019537+00,anotador_219,6745,4,"es raro que en en general hay dos oraciones semánticamente parecidas, no queda claro si la pregunta es sobre las dos al mismo tiempo",,,[]
2026-05-31 20:47:13.122451+00,anotador_174,9999,1,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""}]"
2026-05-31 20:47:14.258401+00,anotador_219,1233,4,,,,[]
2026-05-31 20:47:25.404087+00,anotador_219,766,5,,,,[]
2026-05-31 20:47:31.871617+00,anotador_219,7449,3,,,,"[{""pos"":3,""source"":""prem"",""palabra"":""parche""}]"
2026-05-31 20:47:46.0846+00,anotador_219,4227,3,,,,"[{""pos"":4,""source"":""prem"",""palabra"":""U-Haul""},{""pos"":2,""source"":""hyp"",""palabra"":""Budget""}]"
2026-05-31 20:47:52.089583+00,anotador_174,6551,3,,,,"[{""pos"":8,""source"":""prem"",""palabra"":""notificado""}]"
2026-05-31 20:48:14.008794+00,anotador_174,1135,3,,,,"[{""pos"":11,""source"":""prem"",""palabra"":""mollera""}]"
2026-05-31 20:48:28.926474+00,anotador_174,5395,3,,,,"[{""pos"":11,""source"":""prem"",""palabra"":""tendrás""}]"
2026-05-31 20:48:39.547174+00,anotador_174,5809,5,,,,[]
2026-05-31 20:48:54.136103+00,anotador_174,5833,5,,,,[]
2026-05-31 20:52:16.500367+00,anotador_064,9999,1,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":8,""source"":""prem"",""palabra"":""piso""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""},{""pos"":13,""source"":""hyp"",""palabra"":""fans.""}]"
2026-05-31 20:52:47.618425+00,anotador_064,1523,3,,,buenos_aires_amba,"[{""pos"":5,""source"":""prem"",""palabra"":""creí,""}]"
2026-05-31 20:53:09.018582+00,anotador_064,6283,4,,,buenos_aires_amba,[]
2026-05-31 20:53:15.835284+00,anotador_066,9999,,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":8,""source"":""prem"",""palabra"":""piso""}]"
2026-05-31 20:53:26.453695+00,anotador_064,3766,2,,,buenos_aires_amba,"[{""pos"":10,""source"":""prem"",""palabra"":""les""}]"
2026-05-31 20:54:04.103666+00,anotador_066,2296,5,,,buenos_aires_amba,[]
2026-05-31 20:54:08.144764+00,anotador_064,5523,3,,,buenos_aires_amba,[]
2026-05-31 20:54:16.951059+00,anotador_064,6844,4,,,buenos_aires_amba,[]
2026-05-31 20:54:17.184869+00,anotador_066,2256,5,,,buenos_aires_amba,[]
2026-05-31 20:54:37.878188+00,anotador_066,5614,3,,,buenos_aires_amba,[]
2026-05-31 20:54:38.581824+00,anotador_064,1553,2,,,buenos_aires_amba,"[{""pos"":3,""source"":""prem"",""palabra"":""enagua""},{""pos"":2,""source"":""prem"",""palabra"":""maldita""},{""pos"":7,""source"":""prem"",""palabra"":""cobarde.""},{""pos"":6,""source"":""hyp"",""palabra"":""enaguas.""}]"
2026-05-31 20:54:58.188918+00,anotador_066,7278,4,,,buenos_aires_amba,[]
2026-05-31 20:55:03.902203+00,anotador_064,4906,4,,,buenos_aires_amba,[]
2026-05-31 20:55:14.570123+00,anotador_066,1496,5,,,buenos_aires_amba,[]
2026-05-31 20:55:31.019884+00,anotador_066,2786,5,,,buenos_aires_amba,[]
2026-05-31 20:55:32.89349+00,anotador_064,1634,3,,,buenos_aires_amba,"[{""pos"":0,""source"":""prem"",""palabra"":""No""},{""pos"":4,""source"":""prem"",""palabra"":""no""},{""pos"":8,""source"":""prem"",""palabra"":""no""}]"
2026-05-31 20:55:33.075617+00,anotador_064,1632,3,,,buenos_aires_amba,"[{""pos"":0,""source"":""prem"",""palabra"":""No""},{""pos"":4,""source"":""prem"",""palabra"":""no""},{""pos"":8,""source"":""prem"",""palabra"":""no""}]"
2026-05-31 20:55:40.338685+00,anotador_066,6812,5,,,buenos_aires_amba,[]
2026-05-31 20:56:03.903193+00,anotador_066,3897,4,,,buenos_aires_amba,[]
2026-05-31 20:56:21.620627+00,anotador_066,6373,5,,,buenos_aires_amba,[]
2026-05-31 20:56:24.351539+00,anotador_064,3948,3,,,buenos_aires_amba,[]
2026-05-31 20:56:37.648223+00,anotador_066,7341,4,,,buenos_aires_amba,[]
2026-05-31 20:56:41.542357+00,anotador_064,6262,4,,,buenos_aires_amba,"[{""pos"":2,""source"":""prem"",""palabra"":""en""}]"
2026-05-31 20:56:57.847879+00,anotador_066,7109,3,,,buenos_aires_amba,[]
2026-05-31 20:57:12.860167+00,anotador_064,1512,2,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""complacerá""},{""pos"":11,""source"":""prem"",""palabra"":""pergamino""},{""pos"":6,""source"":""hyp"",""palabra"":""pergamino.""}]"
2026-05-31 20:57:16.205669+00,anotador_066,3229,4,,,buenos_aires_amba,[]
2026-05-31 20:57:32.448915+00,anotador_066,6325,4,,,buenos_aires_amba,[]
2026-05-31 20:57:46.197452+00,anotador_066,67,4,,,buenos_aires_amba,[]
2026-05-31 20:57:57.36922+00,anotador_066,2443,5,,,buenos_aires_amba,[]
2026-05-31 20:58:07.122719+00,anotador_064,2265,4,,,buenos_aires_amba,[]
2026-05-31 20:58:13.039521+00,anotador_066,3933,4,,,buenos_aires_amba,[]
2026-05-31 20:58:32.47346+00,anotador_066,6533,4,,,buenos_aires_amba,[]
